text	gold	text2	sys	cf_sents
Il rentre dans l'auberge, et Marianne dans sa maison.	5	Il rentre dans l'auberge, et Marianne dans sa maison.	4	0
AIR. Je crois Lison.	8	AIR. Je crois Lison.	2	0
Il parle à son écuyer.	12	Il parle à son écuyer.	6	0
Monsieur Orgon donne la main à Madame Oronte, et Valère à Angélique.	6	Monsieur Orgon donne la main à Madame Oronte, et Valère à Angélique.	6	0
Le Financier frappe.	1	Le Financier frappe.	0	0
Intérieur du Palais ; un trône au milieu et la Toison d'or suspendue au-dessus du trône.	11	Intérieur du Palais ; un trône au milieu et la Toison d'or suspendue au-dessus du trône.	11	0
Le Prince arrive tout triste et tout en colère.	4	Le Prince arrive tout triste et tout en colère.	4	0
Air Tique, tique, toque , et lonlanla.	8	Air Tique, tique, toque , et lonlanla.	8	0
Il se jette aux pieds de Sophie.	0	Il se jette aux pieds de Sophie.	0	0
À Soliman.	12	À Soliman.	12	0
Dorante et Angélique se regardent tous deux.	0	Dorante et Angélique se regardent tous deux.	6	0
Sophar rentre dans la maison.	5	Sophar rentre dans la maison.	4	0
On entend un coup de feu.	9	On entend un coup de feu.	1	0
Elle lit s'écrie :	0	Elle lit s'écrie :	3	0
Il va le chercher.	0	Il va le chercher.	7	0
On lui présente les deux lévriers.	0	On lui présente les deux lévriers.	6	0
Robespierre s'approche.	7	Robespierre s'approche.	4	0
Joseph et Victorine tombent à genoux.	0	Joseph et Victorine tombent à genoux.	0	0
Au président.	12	Au président.	12	0
Il arrive.	4	Il arrive.	4	0
Iole s'avance pour rendre hommage à Déjanire.	7	Iole s'avance pour rendre hommage à Déjanire.	6	0
Léon fait un grand mouvement.	0	Léon fait un grand mouvement.	7	0
Elles vont dîner.	5	Elles vont dîner.	0	0
Soupir de satisfaction.	3	Soupir de satisfaction.	3	0
Le jeune Kerkabon, qui vainement a voulu suivre son amie, séparé d'elle, et pour jamais, s'abandonne au plus affreux désespoir ; il l'appelle en tendant les bras vers le lieu qui la dérobe à ses regards, il l'appelle... et voyant qu'elle me répond pas, il parait vouloir renoncer à la vie, il s'échappe des bras qui lui sont ouverts, et va tomber sur le banc de gazon, placé à gauche du spectateur. Les généreux parents s'empressent à lui témoigner l'intérêt le plus tendre !... Celui que l'on doit au malheur.	9	Le jeune Kerkabon, qui vainement a voulu suivre son amie, séparé d'elle, et pour jamais, s'abandonne au plus affreux désespoir ; il l'appelle en tendant les bras vers le lieu qui la dérobe à ses regards, il l'appelle... et voyant qu'elle me répond pas, il parait vouloir renoncer à la vie, il s'échappe des bras qui lui sont ouverts, et va tomber sur le banc de gazon, placé à gauche du spectateur. Les généreux parents s'empressent à lui témoigner l'intérêt le plus tendre !... Celui que l'on doit au malheur.	9	0
Elle met la couronne sur sa tête.	10	Elle met la couronne sur sa tête.	0	0
Elle lui parle bas.	3	Elle lui parle bas.	3	0
Julie regarde le marquis, lève les yeux au ciel, et s'en va.	0	Julie regarde le marquis, lève les yeux au ciel, et s'en va.	5	0
Il tire un Papier.	0	Il tire un Papier.	0	0
Air : De la contredanse de la Fontaine de Jouvence : Non, je n'aimerai jamais que vous.	8	Air : De la contredanse de la Fontaine de Jouvence : Non, je n'aimerai jamais que vous.	2	0
Le peuple se range sur les deux côtés du théâtre ; les grands prennent place aux côtés du trône, et sont debout.	11	Le peuple se range sur les deux côtés du théâtre ; les grands prennent place aux côtés du trône, et sont debout.	7	0
Il sort de son siège.	0	Il sort de son siège.	5	0
L'Oranger et l'Aubépine paraissent au fond.	4	L'Oranger et l'Aubépine paraissent au fond.	4	0
On entend la voiture de Doduvert qui s'en va.	9	On entend la voiture de Doduvert qui s'en va.	5	0
Il continue à chanter.	3	Il continue à chanter.	8	0
Il entre chez lui.	5	Il entre chez lui.	4	0
Tout bas.	3	Tout bas.	3	0
Baptiste se sauve.	5	Baptiste se sauve.	5	0
Il fait un massacre de Polonais.	1	Il fait un massacre de Polonais.	1	0
Elle entre sur la scène.	4	Elle entre sur la scène.	4	0
Air : C'est à mon maître en l'art de plaire.	8	Air : C'est à mon maître en l'art de plaire.	2	0
À Candide.	12	À Candide.	12	0
Il parle tout bas.	3	Il parle tout bas.	3	0
Alain prend le cigare.	10	Alain prend le cigare.	0	0
AIR. Toujours va qui danse.	8	AIR. Toujours va qui danse.	8	0
Il sort en chantant.	3	Il sort en chantant.	5	0
Dame Pluche sort.	5	Dame Pluche sort.	5	0
Pluton se lève de son tribunal.	0	Pluton se lève de son tribunal.	7	0
AIR : Mariez, mariez, mariez-moi.	8	AIR : Mariez, mariez, mariez-moi.	12	0
Air : Non, je ne ferai pas.	8	Air : Non, je ne ferai pas.	2	0
Tersky sort.	5	Tersky sort.	0	0
Air 162 : Lucas se plaint que sa femme.	8	Air 162 : Lucas se plaint que sa femme.	2	0
Il dit ces mots derrière le théâtre.	11	Il dit ces mots derrière le théâtre.	2	0
Le théâtre représente un palais.	11	Le théâtre représente un palais.	11	0
Il se passe que des branches déplacées ont fouetté le visage de Maurice et qu'un ennemi va s'élancer des arbres. Maurice tire son couteau, le brandit, et s'écrie d'une voix frémissante :	9	Il se passe que des branches déplacées ont fouetté le visage de Maurice et qu'un ennemi va s'élancer des arbres. Maurice tire son couteau, le brandit, et s'écrie d'une voix frémissante :	1	0
Dans cette obscurité soudaine, l'Envie sort de son antre qui s'ouvre au milieu du théâtre : elle évoque le monstrueux Serpent Python, qui paraît dans son marais bourbeux, jettant des feux par la gueule et par les yeux, qui sont la seule lumière qui éclaire le théâtre : elle appelle les Vents les plus impétueux pour seconder sa fureur, elle en fait sortir quatre de ceux qui sont renfermez dans les cavernes souterraines, et elle en fait descendre quatre autres de ceux qui forment les orages, qui tous après avoir volé et s'être croisés dans l'air, viennent se ranger autour d'elle, pour l'aider à troubler les beaux jours que le Soleil donne au monde.	9	Dans cette obscurité soudaine, l'Envie sort de son antre qui s'ouvre au milieu du théâtre : elle évoque le monstrueux Serpent Python, qui paraît dans son marais bourbeux, jettant des feux par la gueule et par les yeux, qui sont la seule lumière qui éclaire le théâtre : elle appelle les Vents les plus impétueux pour seconder sa fureur, elle en fait sortir quatre de ceux qui sont renfermez dans les cavernes souterraines, et elle en fait descendre quatre autres de ceux qui forment les orages, qui tous après avoir volé et s'être croisés dans l'air, viennent se ranger autour d'elle, pour l'aider à troubler les beaux jours que le Soleil donne au monde.	9	0
Au lever du rideau, Gontran est couché tout habillé sur le lit. Dix heures sonnent.	11	Au lever du rideau, Gontran est couché tout habillé sur le lit. Dix heures sonnent.	11	0
Tous partent d'un éclat de rire.	3	Tous partent d'un éclat de rire.	0	0
Le Théâtre représente le Palais d'Omphale.	11	Le Théâtre représente le Palais d'Omphale.	11	0
Puis s'adressant à Oronte.	12	Puis s'adressant à Oronte.	12	0
Air : D'Églé. Que je vous aime !	8	Air : D'Églé. Que je vous aime !	12	0
ANNA et EUGÉNIE écoutent chanter. Vers la fin du morceau, neuf choristes arrivent sur la scène, à la suite de leur maîtresse de choeur.	0	ANNA et EUGÉNIE écoutent chanter. Vers la fin du morceau, neuf choristes arrivent sur la scène, à la suite de leur maîtresse de choeur.	4	0
Amintus paraît.	4	Amintus paraît.	4	0
Lui effeuillant son bouquet de roses sur la tête.	10	Lui effeuillant son bouquet de roses sur la tête.	0	0
Julie ouvre la lettre. Son père et Molière l'observent.	0	Julie ouvre la lettre. Son père et Molière l'observent.	0	0
Il répète ces quatre vers.	3	Il répète ces quatre vers.	3	0
Entrée de deux petits paysans et d'une petite paysanne.	4	Entrée de deux petits paysans et d'une petite paysanne.	4	0
Il s'en va avec les demi-Dieux.	5	Il s'en va avec les demi-Dieux.	5	0
Une route devant une hôtellerie. - Un château gothique au fond, dans les montagnes.	11	Une route devant une hôtellerie. - Un château gothique au fond, dans les montagnes.	11	0
Il obéit.	7	Il obéit.	0	0
En sanglotant, et en pleurant.	3	En sanglotant, et en pleurant.	3	0
AIR. Nous sommes Précepteurs d'Amour.	8	AIR. Nous sommes Précepteurs d'Amour.	2	0
Il va les chercher.	0	Il va les chercher.	7	0
Le théâtre représente l'hôtel de Vanglenne, hôtel riche et magnifique. Vanglenne doit avoir un habit d'écarlate galonné, une canne à pomme d'or ; il conduira Madame Milville par la main.	11	Le théâtre représente l'hôtel de Vanglenne, hôtel riche et magnifique. Vanglenne doit avoir un habit d'écarlate galonné, une canne à pomme d'or ; il conduira Madame Milville par la main.	11	0
Air opéra.	8	Air opéra.	8	0
Monsieur Jourdain chante.	3	Monsieur Jourdain chante.	8	0
À Menos.	12	À Menos.	2	0
Il ouvre le portefeuille, il examine ce qu'il contient, et dit :	0	Il ouvre le portefeuille, il examine ce qu'il contient, et dit :	10	0
Au turc et au Mogol.	12	Au turc et au Mogol.	12	0
Hésitant.	3	Hésitant.	3	0
Aux peintres qui sont restés et qui l'attendent.	12	Aux peintres qui sont restés et qui l'attendent.	11	0
Quatre lutins se jettent sur Arlequin et l'ayant mis dans une couverture ils le bernent.	1	Quatre lutins se jettent sur Arlequin et l'ayant mis dans une couverture ils le bernent.	1	0
La scène représente un café et des chambres sur les ailes, de façon qu'un peut entrer de plain-pied des appartements dans le café.	11	La scène représente un café et des chambres sur les ailes, de façon qu'un peut entrer de plain-pied des appartements dans le café.	11	0
Il met la perruque.	10	Il met la perruque.	0	0
À Drusus.	12	À Drusus.	12	0
Cette scène est dans une salle préparée pour un bal, où il y a compagnie, et des violons.	11	Cette scène est dans une salle préparée pour un bal, où il y a compagnie, et des violons.	11	0
À Lafrappe.	12	À Lafrappe.	12	0
Air : Si le Roi m'avait donné.	8	Air : Si le Roi m'avait donné.	2	0
Flore et Blanche rentrent.	4	Flore et Blanche rentrent.	4	0
À Ibrahim.	12	À Ibrahim.	12	0
Le théâtre représente le Palais des Rois d'Argos.	11	Le théâtre représente le Palais des Rois d'Argos.	11	0
AIR. Votre beauté soumet tout l'univers.	8	AIR. Votre beauté soumet tout l'univers.	3	0
Aux deux Comédies.	12	Aux deux Comédies.	11	0
À Constantin.	12	À Constantin.	12	0
Elle sort par la porte de la chambre nuptiale.	5	Elle sort par la porte de la chambre nuptiale.	5	0
Aux Muses.	12	Aux Muses.	8	0
Aux Gens du Bailli.	12	Aux Gens du Bailli.	6	0
Dorante entre.	4	Dorante entre.	4	0
À Plisthène.	12	À Plisthène.	2	0
Il passe.	5	Il passe.	7	0
Brigitte sort.	5	Brigitte sort.	0	0
Entrée.	4	Entrée.	4	0
Le soldat le frappe de sa pique.	1	Le soldat le frappe de sa pique.	1	0
Le théâtre représente les jardins du Palais d'Hercule sur le bord de la mer.	11	Le théâtre représente les jardins du Palais d'Hercule sur le bord de la mer.	11	0
Il tire un petit volume de son habit.	0	Il tire un petit volume de son habit.	10	0
IV.	8	IV.	6	0
La scène est chez l'Abbé.	11	La scène est chez l'Abbé.	11	0
Sans se mettre à genoux.	0	Sans se mettre à genoux.	7	0
À Medwin.	12	À Medwin.	12	0
À son cheval.	12	À son cheval.	7	0
Le Théâtre représente Le cabinet de Géralde ; sur La gauche est une table, couverte de papiers en désordre ; sur sa droite, un clavecin ; une bibliothèque, dans Le fond.	11	Le Théâtre représente Le cabinet de Géralde ; sur La gauche est une table, couverte de papiers en désordre ; sur sa droite, un clavecin ; une bibliothèque, dans Le fond.	11	0
À Dangeste.	12	À Dangeste.	4	0
À voix haute.	3	À voix haute.	3	0
Le coucou chante.	9	Le coucou chante.	8	0
Arlequin avec l'allumette.	0	Arlequin avec l'allumette.	10	0
À Delphine.	12	À Delphine.	12	0
Il prend Albert.	5	Il prend Albert.	6	0
Il cherche en vain à renouer le fil brisé de son discours.	0	Il cherche en vain à renouer le fil brisé de son discours.	0	0
Orphise et Lise entrent.	4	Orphise et Lise entrent.	4	0
Haut à Fanchette.	12	Haut à Fanchette.	7	0
Couplet du Pédant en donnant le mouchoir à Colombine pour cacher sa gorge, sur l'air : « Morguienne de vous ».	8	Couplet du Pédant en donnant le mouchoir à Colombine pour cacher sa gorge, sur l'air : « Morguienne de vous ».	6	0
Elles enlèvent Constance.	6	Elles enlèvent Constance.	1	0
AIR : Va t'en voir s'ils viennent Jean.	8	AIR : Va t'en voir s'ils viennent Jean.	6	0
Elle frappe sur les oreilles de l'âne qui rue.	1	Elle frappe sur les oreilles de l'âne qui rue.	1	0
À l'intendant.	12	À l'intendant.	12	0
En regardant les enfants.	0	En regardant les enfants.	6	0
Elle ouvre un tiroir.	0	Elle ouvre un tiroir.	0	0
AIR. Je voudrais bien me marier.	8	AIR. Je voudrais bien me marier.	2	0
Le Théâtre représente les rivages du Tibre.	11	Le Théâtre représente les rivages du Tibre.	11	0
On entend tousser derrière le théâtre.	9	On entend tousser derrière le théâtre.	9	0
Le théâtre change et représente un désert et une grotte.	11	Le théâtre change et représente un désert et une grotte.	11	0
Don Quichotte se retire.	5	Don Quichotte se retire.	5	0
Il embrasse Ducrône et Jenneval.	6	Il embrasse Ducrône et Jenneval.	6	0
SCÈNES FRANÇAISES.	8	SCÈNES FRANÇAISES.	11	0
Elle s'éloigne avec Perillo.	0	Elle s'éloigne avec Perillo.	7	0
La troupe défile et se retire ayant à sa tête Victor et Valentin.	7	La troupe défile et se retire ayant à sa tête Victor et Valentin.	7	0
Ils s'en vont.	7	Ils s'en vont.	5	0
Se relevant.	0	Se relevant.	6	0
À Ergazile.	12	À Ergazile.	4	0
Prenant le pli.	10	Prenant le pli.	7	0
Air : Des Pierrots.	8	Air : Des Pierrots.	8	0
Air : Noté à la fin.	8	Air : Noté à la fin.	8	0
Il se tire à l'écart.	7	Il se tire à l'écart.	7	0
Léandre jette la montre, croyant jeter le tabac.	10	Léandre jette la montre, croyant jeter le tabac.	0	0
Apercevant la Muse du Drame.	0	Apercevant la Muse du Drame.	4	0
Il tire un habit de campagne.	10	Il tire un habit de campagne.	0	0
Il se rapproche de Julie.	7	Il se rapproche de Julie.	6	0
Il lui serre la main.	6	Il lui serre la main.	6	0
Durval la lui donne.	10	Durval la lui donne.	3	0
Il entre dans sa maison.	5	Il entre dans sa maison.	4	0
Elle tire un poignard.	1	Elle tire un poignard.	1	0
Frappant la Chicanne.	1	Frappant la Chicanne.	1	0
Il désigne le roi des Ondines.	0	Il désigne le roi des Ondines.	0	0
Jacinte sort.	5	Jacinte sort.	5	0
DÉCORATION de L'ACTE SECOND. Dans le lointain, deux montagnes, l'une chauve, l'autre d'une belle verdure, et laissant échapper une source du sommet. Entre elles, le fleuve Ohio tombe avec bruit d'une cascade effrayante. Un pont de lianes élastiques, joint au-dessus les deux montagnes. Au pied de l'Ohio, quelques pirogues : ce fleuve couvre la plaine et borde le fonds du Théâtre, qui est en gazon. À la droite du fleuve, a mi-coteau, une cabane appuyée contre un rocher qui pose sur une pointe à terre ; sa partie supérieure évasée, sert de cuvette à un ruisseau qui se précipite dans l'Ohio. Près de l'avant-scène, une statue du Mars des Américains, d'Areski sur un piédestal orné de pelleteries. À la gauche plus reculé, le tombeau d'Artamon en gazon et orné de fleurs ; le trophée de ses armes sur le dessus ; et au côté, une large pierre gravée d'hiéroglyphes.	11	DÉCORATION de L'ACTE SECOND. Dans le lointain, deux montagnes, l'une chauve, l'autre d'une belle verdure, et laissant échapper une source du sommet. Entre elles, le fleuve Ohio tombe avec bruit d'une cascade effrayante. Un pont de lianes élastiques, joint au-dessus les deux montagnes. Au pied de l'Ohio, quelques pirogues : ce fleuve couvre la plaine et borde le fonds du Théâtre, qui est en gazon. À la droite du fleuve, a mi-coteau, une cabane appuyée contre un rocher qui pose sur une pointe à terre ; sa partie supérieure évasée, sert de cuvette à un ruisseau qui se précipite dans l'Ohio. Près de l'avant-scène, une statue du Mars des Américains, d'Areski sur un piédestal orné de pelleteries. À la gauche plus reculé, le tombeau d'Artamon en gazon et orné de fleurs ; le trophée de ses armes sur le dessus ; et au côté, une large pierre gravée d'hiéroglyphes.	11	0
