	text	gold	goldStr	text2	sys	sysStr	cf_sents
731	Il fait plusieurs tours de chambre d'un air désoeuvré, puis il revient à fa place.	7	movement	Il fait plusieurs tours de chambre d'un air désoeuvré, puis il revient à fa place.	7	movement	0
732	La Scène représente un Vestibule, terminé par un Jardin.	11	setting	La Scène représente un Vestibule, terminé par un Jardin.	11	setting	0
733	Air nouveau, de M. MALPERTUIS, ou du Vaudeville de Jadis et Aujourd'hui.	8	music	Air nouveau, de M. MALPERTUIS, ou du Vaudeville de Jadis et Aujourd'hui.	8	music	0
734	Air : De Monsieur Doche.	8	music	Air : De Monsieur Doche.	8	music	0
735	Il donne les quatre rouleaux à Milescas.	10	object	Il donne les quatre rouleaux à Milescas.	10	object	0
736	En pesant beaucoup sur ces derniers mots.	3	delivery	En pesant beaucoup sur ces derniers mots.	3	delivery	0
737	À part, après avoir lu.	2	aparte	À part, après avoir lu.	2	aparte	0
738	ENTRÉE de toutes sortes de personnes amoureuse de la nouveauté.	8	music	ENTRÉE de toutes sortes de personnes amoureuse de la nouveauté.	4	entrance	0
739	AIR. Le bonheur de ma vie.	8	music	AIR. Le bonheur de ma vie.	8	music	0
740	Il accorde sa guitare.	8	music	Il accorde sa guitare.	8	music	0
741	Il s'avance vers la petite porte.	7	movement	Il s'avance vers la petite porte.	7	movement	0
742	Un salon chez Chameroy, ameublement sans élégance. Un bureau à gauche, à droite un canapé.	11	setting	Un salon chez Chameroy, ameublement sans élégance. Un bureau à gauche, à droite un canapé.	11	setting	0
743	AIR. Paris est au Roi, mon coeur est à moi.	8	music	AIR. Paris est au Roi, mon coeur est à moi.	2	aparte	0
744	Le théâtre représente le vestibule d'un hôtel de villel.	11	setting	Le théâtre représente le vestibule d'un hôtel de villel.	11	setting	0
745	Elle se tue.	1	aggression	Elle se tue.	1	aggression	0
746	Air : Le coeur de mon Annette.	8	music	Air : Le coeur de mon Annette.	8	music	0
747	AIR d'Yelva.	8	music	AIR d'Yelva.	8	music	0
748	Même décor qu'au premier acte. Huit heures du soir.	11	setting	Même décor qu'au premier acte. Huit heures du soir.	11	setting	0
749	Air 172 : Je suis Madelon Friquet.	8	music	Air 172 : Je suis Madelon Friquet.	2	aparte	0
750	Lui jetant une clef.	10	object	Lui jetant une clef.	0	action	0
751	RÉCITATIF, par MONSIEUR LA RUETTE. N°1	8	music	RÉCITATIF, par MONSIEUR LA RUETTE. N°1	9	narration	0
752	Un Messager entre.	4	entrance	Un Messager entre.	4	entrance	0
753	Le théâtre représente un verger, et de chaque côte de la scène, sur le devant, un petit carré de jardin. On voit la maison de Caleb sur la droite, et un berceau d'orangers à la porte : le verger est enclos d'une espèce de haie qui a une porte au milieu ; par-delà est une chaîne de montagnes : tous les arbres doivent être abondamment garnis de fruits.	11	setting	Le théâtre représente un verger, et de chaque côte de la scène, sur le devant, un petit carré de jardin. On voit la maison de Caleb sur la droite, et un berceau d'orangers à la porte : le verger est enclos d'une espèce de haie qui a une porte au milieu ; par-delà est une chaîne de montagnes : tous les arbres doivent être abondamment garnis de fruits.	11	setting	0
754	Justine sort.	5	exit	Justine sort.	7	movement	0
755	Scapin et Monsieur Dumont préparent tout.	11	setting	Scapin et Monsieur Dumont préparent tout.	0	action	0
756	En montrant Bouchet.	0	action	En montrant Bouchet.	6	interaction	0
757	Il s'assied, et il écrit en chantant.	0	action	Il s'assied, et il écrit en chantant.	0	action	0
758	Bièvre rit.	3	delivery	Bièvre rit.	0	action	0
759	Il met la main à un poignard.	1	aggression	Il met la main à un poignard.	1	aggression	0
760	Il est à genoux.	0	action	Il est à genoux.	0	action	0
761	Un fantôme emporte l'épée d'Arcas.	10	object	Un fantôme emporte l'épée d'Arcas.	0	action	0
762	Il sonne.	3	delivery	Il sonne.	8	music	0
763	Le théâtre change en cet endroit et représente un bois et un château dans l'enfoncement. Un jeune Prince paraît appuyé contre un arbre dans l'attitude d'un homme accablé de douleur.	11	setting	Le théâtre change en cet endroit et représente un bois et un château dans l'enfoncement. Un jeune Prince paraît appuyé contre un arbre dans l'attitude d'un homme accablé de douleur.	11	setting	0
764	Cependant Monsieur Hardouin écarte le mantelet de Madame Bertrand, et la met un peu en désordre.	10	object	Cependant Monsieur Hardouin écarte le mantelet de Madame Bertrand, et la met un peu en désordre.	6	interaction	0
765	Géronte s'approcha de la Dame, et levé sa calèche.	7	movement	Géronte s'approcha de la Dame, et levé sa calèche.	6	interaction	0
766	Il tombe à ses pieds.	0	action	Il tombe à ses pieds.	7	movement	0
767	Il rentre sur la pointe des pieds.	3	delivery	Il rentre sur la pointe des pieds.	4	entrance	0
768	Se tâtant.	0	action	Se tâtant.	0	action	0
769	À Marthon.	12	toward	À Marthon.	4	entrance	0
770	Hortense les suit.	7	movement	Hortense les suit.	7	movement	0
771	Il part avec Silvia.	5	exit	Il part avec Silvia.	5	exit	0
772	Air : Je ne verrai plus ce que j'aime.	8	music	Air : Je ne verrai plus ce que j'aime.	2	aparte	0
773	À Madame Patin.	12	toward	À Madame Patin.	12	toward	0
774	Tartuffe entre chez Thalie.	5	exit	Tartuffe entre chez Thalie.	4	entrance	0
775	AIR : Quel plaisir de voir Claudine !	8	music	AIR : Quel plaisir de voir Claudine !	2	aparte	0
776	Le Prince est assis avec le Marquis d'Alfons devant une table chargée de plans, de livres et de papiers, dont ils paraissent s'occuper, on entend un tumulte qui annonce une fête publique.	0	action	Le Prince est assis avec le Marquis d'Alfons devant une table chargée de plans, de livres et de papiers, dont ils paraissent s'occuper, on entend un tumulte qui annonce une fête publique.	11	setting	0
777	Allant à Marie.	7	movement	Allant à Marie.	7	movement	0
778	À Arlequin.	12	toward	À Arlequin.	12	toward	0
779	Ayant l'air de chercher.	0	action	Ayant l'air de chercher.	7	movement	0
780	Elle entre chez Sylviane.	5	exit	Elle entre chez Sylviane.	4	entrance	0
781	Elle se lève ainsi que Lamblin.	0	action	Elle se lève ainsi que Lamblin.	7	movement	0
782	On entend des coups à la porte d'en bas.	0	action	On entend des coups à la porte d'en bas.	0	action	0
783	On chante un cantique.	3	delivery	On chante un cantique.	8	music	0
784	Elle rentre chez elle.	5	exit	Elle rentre chez elle.	4	entrance	0
785	Au Noble.	12	toward	Au Noble.	12	toward	0
786	Elle pleure amèrement.	3	delivery	Elle pleure amèrement.	0	action	0
787	Ce disant, il désigne des Urlis qui arrive en costume de Néarque, un petit chien sur un bras et un bilboquet à la main.	0	action	Ce disant, il désigne des Urlis qui arrive en costume de Néarque, un petit chien sur un bras et un bilboquet à la main.	4	entrance	0
788	Le Chevalier met dans le chapeau de Frontin des bijoux et de l'argent.	10	object	Le Chevalier met dans le chapeau de Frontin des bijoux et de l'argent.	10	object	0
789	À Sommerset.	12	toward	À Sommerset.	11	setting	0
790	Le Soleil parait dans son palais. Ce palais est d'or, composé avec des colonnes torses d'or poli, qui sont revêtues de branches de Laurier qui les environnent, de couleur naturelle. Les chapiteaux sont d'or fin ciselé, et les bases des colonnes de même matière, aussi bien que la frise et la corniche. Le corps du massif de ce palais est de pierres précieuses, et tous les piédestaux de marbre blanc, au milieu desquels on voit de gros Rubis. Les panneaux sont enrichis de veines d'or sur un fond de lapis. Au-dessus de la Corniche on voit, dans une espèce de petite Attique d'où naissent les cintres, des lires d'or, avec plusieurs ornements ; et dans le milieu des voûtes sont peints de grands Soleils d'or poli, avec quantités d'autres ornements. L'Optique de ce palais est toute transparente, et jette un éclat qui éblouit.	9	narration	Le Soleil parait dans son palais. Ce palais est d'or, composé avec des colonnes torses d'or poli, qui sont revêtues de branches de Laurier qui les environnent, de couleur naturelle. Les chapiteaux sont d'or fin ciselé, et les bases des colonnes de même matière, aussi bien que la frise et la corniche. Le corps du massif de ce palais est de pierres précieuses, et tous les piédestaux de marbre blanc, au milieu desquels on voit de gros Rubis. Les panneaux sont enrichis de veines d'or sur un fond de lapis. Au-dessus de la Corniche on voit, dans une espèce de petite Attique d'où naissent les cintres, des lires d'or, avec plusieurs ornements ; et dans le milieu des voûtes sont peints de grands Soleils d'or poli, avec quantités d'autres ornements. L'Optique de ce palais est toute transparente, et jette un éclat qui éblouit.	11	setting	0
791	Il embrasse Roméo.	6	interaction	Il embrasse Roméo.	6	interaction	0
792	À Illo.	12	toward	À Illo.	12	toward	0
793	Il embrasse Lisidan.	6	interaction	Il embrasse Lisidan.	6	interaction	0
794	Étant seule.	2	aparte	Étant seule.	2	aparte	0
795	Retenant Hernani.	6	interaction	Retenant Hernani.	7	movement	0
796	Air d'Arlequin afficheur.	8	music	Air d'Arlequin afficheur.	8	music	0
797	La toile se baisse.	11	setting	La toile se baisse.	11	setting	0
798	Air : Aimé de la belle Ninon.	8	music	Air : Aimé de la belle Ninon.	12	toward	0
799	Il se jette aux genoux de la Marquise.	0	action	Il se jette aux genoux de la Marquise.	0	action	0
800	Marthon se rapproche ici de Madame Lisban et de Lindor.	7	movement	Marthon se rapproche ici de Madame Lisban et de Lindor.	6	interaction	0
801	Lucile continue de regarder.	0	action	Lucile continue de regarder.	0	action	0
802	L'action continue dans le salon des prisonniers du Temple.	3	delivery	L'action continue dans le salon des prisonniers du Temple.	11	setting	0
803	Il serre la main du Grand Écrivain.	6	interaction	Il serre la main du Grand Écrivain.	6	interaction	0
804	Pasquariel se change en monstre. Arlequin jette son manteau royal, et paraît monté sur un cheval ailé, combat le monstre, et après un jeu de culbutes, la scène finit.	9	narration	Pasquariel se change en monstre. Arlequin jette son manteau royal, et paraît monté sur un cheval ailé, combat le monstre, et après un jeu de culbutes, la scène finit.	0	action	0
805	Tirant une clef de sa poche.	10	object	Tirant une clef de sa poche.	10	object	0
806	Ils se jettent à genoux.	0	action	Ils se jettent à genoux.	0	action	0
807	ENTRÉE.	4	entrance	ENTRÉE.	4	entrance	0
808	Air : Babet, que t'es gentille.	8	music	Air : Babet, que t'es gentille.	2	aparte	0
809	Air : Restez, restez, troupe jolie.	8	music	Air : Restez, restez, troupe jolie.	6	interaction	0
810	Lettre de Daphné à Cléonte.	8	music	Lettre de Daphné à Cléonte.	10	object	0
811	Le lui montrant.	0	action	Le lui montrant.	6	interaction	0
812	Elle rit.	3	delivery	Elle rit.	0	action	0
813	Il lit la lettre de Damis.	0	action	Il lit la lettre de Damis.	0	action	0
814	Air : Reçois dans ton galetas.	8	music	Air : Reçois dans ton galetas.	6	interaction	0
815	Elle part en riant.	5	exit	Elle part en riant.	5	exit	0
816	À Illo et à Tersky.	12	toward	À Illo et à Tersky.	12	toward	0
817	AIR : L'amitié seule te séduit.	8	music	AIR : L'amitié seule te séduit.	2	aparte	0
818	La Haine et l'Envie s'embrassent, en rechignant.	6	interaction	La Haine et l'Envie s'embrassent, en rechignant.	6	interaction	0
819	Il tire de sa poche un demi Cercle, et le braque sur une canne qu'il tient à la main, et qui sert d'appui.	0	action	Il tire de sa poche un demi Cercle, et le braque sur une canne qu'il tient à la main, et qui sert d'appui.	0	action	0
820	Azor et Euphrosine vont pour attraper l'Amour, ils passent par dessous un Berceau, et sont pris dans un filet, Francoeur et sa Vendangeuse dans un autre. L'Amour vient au milieu, se moque d'eux; la Sybille approche tout doucement par derrière, lui jette une Guirlande et l'enchaîne; dès qu'il est pris tous les filets je rompent, et l'Amour unit tous les amants.	9	narration	Azor et Euphrosine vont pour attraper l'Amour, ils passent par dessous un Berceau, et sont pris dans un filet, Francoeur et sa Vendangeuse dans un autre. L'Amour vient au milieu, se moque d'eux; la Sybille approche tout doucement par derrière, lui jette une Guirlande et l'enchaîne; dès qu'il est pris tous les filets je rompent, et l'Amour unit tous les amants.	9	narration	0
821	Regardant les fleurs.	0	action	Regardant les fleurs.	0	action	0
822	Elle le met à son corsage.	10	object	Elle le met à son corsage.	0	action	0
823	Elle s'asseoit à une table.	0	action	Elle s'asseoit à une table.	0	action	0
824	Et comme tout bas.	3	delivery	Et comme tout bas.	2	aparte	0
825	Au Domestique.	12	toward	Au Domestique.	12	toward	0
826	Mouvement violent de monsieur Blaisy.	3	delivery	Mouvement violent de monsieur Blaisy.	1	aggression	0
827	Il s'arrache de leurs bras.	6	interaction	Il s'arrache de leurs bras.	1	aggression	0
828	Ils sortent avec les valets et les flambeaux. Le duc précédant le roi une cire à la main.	5	exit	Ils sortent avec les valets et les flambeaux. Le duc précédant le roi une cire à la main.	5	exit	0
829	Air : Ami, qui l'aurait pu croire.	8	music	Air : Ami, qui l'aurait pu croire.	2	aparte	0
830	AIR : Quand tu chantes, bercée.	8	music	AIR : Quand tu chantes, bercée.	8	music	0
831	Reprenant son exorde.	12	toward	Reprenant son exorde.	3	delivery	0
832	Il rentre dans l'auberge, et Marianne dans sa maison.	5	exit	Il rentre dans l'auberge, et Marianne dans sa maison.	4	entrance	0
833	AIR. Je crois Lison.	8	music	AIR. Je crois Lison.	2	aparte	0
834	Il parle à son écuyer.	12	toward	Il parle à son écuyer.	6	interaction	0
835	Monsieur Orgon donne la main à Madame Oronte, et Valère à Angélique.	6	interaction	Monsieur Orgon donne la main à Madame Oronte, et Valère à Angélique.	6	interaction	0
836	Le Financier frappe.	1	aggression	Le Financier frappe.	0	action	0
837	Intérieur du Palais ; un trône au milieu et la Toison d'or suspendue au-dessus du trône.	11	setting	Intérieur du Palais ; un trône au milieu et la Toison d'or suspendue au-dessus du trône.	11	setting	0
838	Le Prince arrive tout triste et tout en colère.	4	entrance	Le Prince arrive tout triste et tout en colère.	4	entrance	0
839	Air Tique, tique, toque , et lonlanla.	8	music	Air Tique, tique, toque , et lonlanla.	8	music	0
840	Il se jette aux pieds de Sophie.	0	action	Il se jette aux pieds de Sophie.	0	action	0
841	À Soliman.	12	toward	À Soliman.	12	toward	0
842	Dorante et Angélique se regardent tous deux.	0	action	Dorante et Angélique se regardent tous deux.	6	interaction	0
843	Sophar rentre dans la maison.	5	exit	Sophar rentre dans la maison.	4	entrance	0
844	On entend un coup de feu.	9	narration	On entend un coup de feu.	1	aggression	0
845	Elle lit s'écrie :	0	action	Elle lit s'écrie :	3	delivery	0
846	Il va le chercher.	0	action	Il va le chercher.	7	movement	0
847	On lui présente les deux lévriers.	0	action	On lui présente les deux lévriers.	6	interaction	0
848	Robespierre s'approche.	7	movement	Robespierre s'approche.	4	entrance	0
849	Joseph et Victorine tombent à genoux.	0	action	Joseph et Victorine tombent à genoux.	0	action	0
850	Au président.	12	toward	Au président.	12	toward	0
851	Il arrive.	4	entrance	Il arrive.	4	entrance	0
852	Iole s'avance pour rendre hommage à Déjanire.	7	movement	Iole s'avance pour rendre hommage à Déjanire.	6	interaction	0
853	Léon fait un grand mouvement.	0	action	Léon fait un grand mouvement.	7	movement	0
854	Elles vont dîner.	5	exit	Elles vont dîner.	0	action	0
855	Soupir de satisfaction.	3	delivery	Soupir de satisfaction.	3	delivery	0
856	Le jeune Kerkabon, qui vainement a voulu suivre son amie, séparé d'elle, et pour jamais, s'abandonne au plus affreux désespoir ; il l'appelle en tendant les bras vers le lieu qui la dérobe à ses regards, il l'appelle... et voyant qu'elle me répond pas, il parait vouloir renoncer à la vie, il s'échappe des bras qui lui sont ouverts, et va tomber sur le banc de gazon, placé à gauche du spectateur. Les généreux parents s'empressent à lui témoigner l'intérêt le plus tendre !... Celui que l'on doit au malheur.	9	narration	Le jeune Kerkabon, qui vainement a voulu suivre son amie, séparé d'elle, et pour jamais, s'abandonne au plus affreux désespoir ; il l'appelle en tendant les bras vers le lieu qui la dérobe à ses regards, il l'appelle... et voyant qu'elle me répond pas, il parait vouloir renoncer à la vie, il s'échappe des bras qui lui sont ouverts, et va tomber sur le banc de gazon, placé à gauche du spectateur. Les généreux parents s'empressent à lui témoigner l'intérêt le plus tendre !... Celui que l'on doit au malheur.	9	narration	0
